drug_name,drugbank_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
,DB01234,Chemotherapy-induced nausea and vomiting,C0401160,NCT03237611,Suspended,Phase 2,Expired IRB approval on 2/11/21
panobinostat,DB06603,Primary Myelofibrosis,C0001815,NCT00931762,Terminated,Phase 2,
naloxone,DB01183,Mycosis Fungoides,C0026948,NCT02811783,Terminated,Phase 3,Sponsor decision
,DB00544,Malignant neoplasm of breast,C0006142,NCT00625898,Terminated,Phase 3,
,DB00860,Renal Cell Carcinoma,C0007134,NCT02763761,Withdrawn,Phase 2,Insufficient enrollment
methotrexate,DB00563,Malignant neoplasm of breast,C0006142,NCT00296010,Terminated,Phase 3,Accrual rate was too low
fondaparinux,DB00569,Myocardial Infarction,C0027051,NCT00060554,Withdrawn,Phase 2,Drug sold to Sanofi-Aventis who sold it to GSK; OBS no longer owns study and does not have data.
hydroxycarbamide,DB01005,Cerebrovascular accident,C0038454,NCT00122980,Terminated,Phase 3,The study has been stopped due to safety and futility concerns.
,DB00531,Malignant neoplasm of breast,C0006142,NCT00756470,Terminated,Phase 2,Slow accrual.
,DB00958,Malignant neoplasm of breast,C0006142,NCT03872505,Withdrawn,Phase 2,lack of funding
,DB00361,Malignant neoplasm of breast,C0006142,NCT00754702,Terminated,Phase 2,Poor accrual
insulin glargine,DB00030,Heart failure,C0018801,NCT03665350,Terminated,Phase 2,Insulin-HF study was prematurely ended due principally to low recruitment rate.
,DB00188,Acute lymphoblastic leukemia - category,C1531702,NCT01312818,Terminated,Phase 2,Slow accrual
hydroxychloroquine,DB01611,COVID19 (disease),C5203670,NCT04341441,Terminated,Phase 3,"Interim analysis did not reveal any safety concerns by the DSMB, but unblinded data did not provide support to continue. Event rate did not meet projected magnitude; given low recruitment potential, it is unlikely that a positive result will occur."
,DB00531,Malignant neoplasm of breast,C0006142,NCT00022230,Withdrawn,Phase 1/Phase 2,PI left Institution
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT01969565,Terminated,Phase 2,Logistical reasons
paclitaxel,DB01229,Non-Small Cell Lung Carcinoma,C0007131,NCT01179269,Withdrawn,Phase 2,The study was stopped because the research team was unable to enroll any participants
,DB00073,Marginal Zone B-Cell Lymphoma,C1367654,NCT02576275,Withdrawn,Phase 3,The scope of the program has been reduced to focus resources on studies which can potentially enable the registration of duvelisib.
,DB00087,Systemic Scleroderma,C0036421,NCT00684255,Terminated,Phase 1,inactive
miconazole,DB01110,Ulcerative Colitis,C0009324,NCT00061282,Terminated,Phase 1/Phase 2,Funding Horizon
,DB00541,Neuroblastoma,C0027819,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.
,DB00495,Diarrhea,C0011991,NCT00650637,Terminated,Phase 3,"The study was prematurely discontinued due to administrative reasons on August 18, 2003. There were no safety concerns that led to the decision to terminate."
cyclophosphamide,DB00531,"Multiple Sclerosis, Relapsing-Remitting",C0751967,NCT00939549,Withdrawn,Phase 2,Study revised to retrospective chart review
,DB00684,"Pneumonia, Bacterial",C0004626,NCT01570192,Terminated,Phase 2,NIAID terminated the study due to low subject enrollment
dasatinib,DB01254,"Myeloid Leukemia, Chronic",C0023473,NCT00349518,Withdrawn,Phase 2/Phase 3,
lisdexamfetamine,DB01255,Schizophrenia,C0036341,NCT01738698,Terminated,Phase 3,Study was discontinued due to non-safety related business prioritization decisions. No subjects were randomized.
ropivacaine,DB00296,Pain,C0030193,NCT00802048,Terminated,Phase 3,
,DB00997,Neuroblastoma,C0027819,NCT00960063,Terminated,Phase 1,Study was terminated for business reasons.
interferon beta-1a,DB00060,Multiple Sclerosis,C0026769,NCT00784836,Terminated,Phase 3,Terminated early by Sponsor for business reasons unrelated to safety.
,DB09389,Endometriosis,C0014175,NCT02599077,Suspended,Phase 2/Phase 3,
infliximab,DB00065,Stevens-Johnson Syndrome,C0038325,NCT01256489,Withdrawn,Phase 1/Phase 2,Steven Johnson's Syndrome (SJS) and Toxic Epidermal Necrolysis Syndrome (TENS) are rare (~3 in 1 million). No eligible subjects have been identified.
,DB00860,Opiate Addiction,C0524662,NCT02935101,Terminated,Phase 2,difficulties in recruiting study participants
,DB01413,Osteomyelitis,C0029443,NCT02168816,Terminated,Phase 2,"The study was stopped for feasibility (i.e., low recruitment)"
,DB00490,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
moxifloxacin,DB00218,Acute otitis media,C0271429,NCT01071902,Terminated,Phase 3,Management decision
,DB00619,"Myeloid Leukemia, Chronic",C0023473,NCT01188889,Withdrawn,Phase 1/Phase 2,Unable to obtain sufficient funding.
,DB15759,Osteomyelitis,C0029443,NCT02168816,Terminated,Phase 2,"The study was stopped for feasibility (i.e., low recruitment)"
temozolomide,DB00853,Glioblastoma Multiforme,C1621958,NCT04900792,Suspended,Phase 1,Toxicity assessment per protocol
docetaxel,DB01248,Metastatic non-small cell lung cancer,C0278987,NCT04863248,Terminated,Phase 2,"Treatment paradigm in second- and third-line NSCLC is shifting away from docetaxel, the backbone chemotherapy therapy used in this study."
lenalidomide,DB00480,Multiple Myeloma,C0026764,NCT02802163,Withdrawn,Phase 1/Phase 2,study drug unavailable
azithromycin,DB00207,Asthma,C0004096,NCT00181272,Terminated,Phase 2,Principal Investigator moved institutions
,DB01248,Malignant neoplasm of breast,C0006142,NCT02393248,Terminated,Phase 1/Phase 2,
,DB00860,COVID19 (disease),C5203670,NCT04485429,Withdrawn,Phase 3,It was not possible to perform the study due to the availability and logistics of porcine heparin
,DB00331,Obesity,C0028754,NCT03419624,Terminated,Phase 3,Delay in patient enrolment
,DB00631,Acute lymphoblastic leukemia - category,C1531702,NCT02518750,Terminated,Phase 2,Due to slow accrual
pemetrexed,DB00642,Non-Small Cell Lung Carcinoma,C0007131,NCT00907179,Terminated,Phase 1,Widespread use firstline Pemetrexed; slow recruitment; funding withdrawn..
minocycline,DB01017,Multiple Sclerosis,C0026769,NCT04291456,Terminated,Phase 3,Completion is not possible due to recruitment concerns
bortezomib,DB00188,Multiple Myeloma,C0026764,NCT00609817,Terminated,Phase 1,Lack of funding
paclitaxel,DB01229,Malignant neoplasm of breast,C0006142,NCT04335006,Terminated,Phase 3,Sponsor R & D Strategy Adjustment
lapatinib,DB01259,Malignant neoplasm of breast,C0006142,NCT00499681,Terminated,Phase 2,slow accrual
,DB01234,Multiple Myeloma,C0026764,NCT02897830,Terminated,Phase 2,negatives results
cisplatin,DB00515,Non-Small Cell Lung Carcinoma,C0007131,NCT02537561,Withdrawn,Phase 1,The pharmaceutical company did not want to follow through with support for the study.
,DB01708,Malaria,C0024530,NCT00442403,Suspended,Phase 3,"At the end of the year 2002, Cameroon switched from chloroquine to amodiaquine as first-line therapy for of uncomplicated malaria."
penamecillin,DB01053,Psoriasis,C0033860,NCT00427609,Terminated,Phase 2,Not enough enrollees to obtain a valid conclusion
riluzole,DB00740,Amyotrophic Lateral Sclerosis,C0002736,NCT04326283,Terminated,Phase 1/Phase 2,Terminated as it is considered that necessary data have been collected
erlotinib,DB00530,Neuroblastoma,C0027819,NCT00947167,Terminated,Phase 2,Extreme toxicity of Pertuzumab and Erlotinib combination
eplerenone,DB00700,Ascites,C0003962,NCT01801228,Withdrawn,Phase 2,difficulties to include patients
,DB01234,Multiple Myeloma,C0026764,NCT01537861,Terminated,Early Phase 1,Unexpected toxicity (2 early deaths)
mometasone furoate,DB14512,Allergic rhinitis (disorder),C2607914,NCT04670653,Withdrawn,Phase 3,Sponsor decision
clopidogrel,DB00758,Peripheral arterial stenosis,C4025272,NCT02433587,Withdrawn,Phase 3,Never recruited any patients.
methadone,DB00333,Pain,C0030193,NCT00573937,Terminated,Phase 2,Slow accrual.
,DB00988,Parkinson Disease,C0030567,NCT01351168,Withdrawn,Phase 2,study not funded
,DB00397,Sinusitis,C0037199,NCT00000752,Withdrawn,Phase 2,
temozolomide,DB00853,Glioblastoma Multiforme,C1621958,NCT03419403,Terminated,Phase 3,The study was terminated because clinical development of depatuxizumab mafodotin in glioblastoma was stopped due to lack of survival benefit.
,DB00363,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
,DB09035,Metastatic Renal Cell Cancer,C0278678,NCT02959554,Terminated,Phase 2,
ibuprofen,DB01050,Degenerative polyarthritis,C0029408,NCT01420666,Withdrawn,Phase 3,The study was withdrawn for administrative reason
mometasone furoate,DB14512,Allergic rhinitis (disorder),C2607914,NCT02953366,Withdrawn,Phase 3,Sponsor decision
ethanol,DB00898,Short Bowel Syndrome,C0036992,NCT01263574,Withdrawn,Phase 2,No participants. IND denied by FDA.
capecitabine,DB01101,Malignant neoplasm of breast,C0006142,NCT04274933,Terminated,Phase 1,Company Decision
testosterone,DB00624,Multiple Sclerosis,C0026769,NCT02317263,Withdrawn,Phase 2,NIH did not fund the study so it never started
,DB00860,"Lupus Erythematosus, Systemic",C0024141,NCT00430677,Terminated,Phase 2/Phase 3,Terminated due to failure to meet the primary efficacy endpoint in the Short-term Period
,DB01222,Inflammatory Bowel Diseases,C0021390,NCT00805285,Terminated,Phase 2,Study terminated due to insufficient enrollment
docetaxel,DB01248,Renal Cell Carcinoma,C0007134,NCT04260360,Withdrawn,Phase 1,Not initiated
eptifibatide,DB00063,Pneumonia,C0032285,NCT01532544,Terminated,Phase 2,"Difficulty recruiting patients, company closed down"
,DB00188,Multiple Myeloma,C0026764,NCT00574080,Terminated,Phase 3,low accrual
prazosin,DB00457,Anxiety,C0003467,NCT03894345,Suspended,Phase 1,COVID-19
melatonin,DB01065,Malignant neoplasm of breast,C0006142,NCT00506064,Terminated,Phase 1,Terminated due to low accrual.
paclitaxel,DB01229,Malignant neoplasm of breast,C0006142,NCT00088829,Terminated,Phase 2,Investigator left institution
letrozole,DB01006,Malignant neoplasm of breast,C0006142,NCT00573755,Terminated,Phase 2,lack of participant accrual
trastuzumab,DB00072,Malignant neoplasm of breast,C0006142,NCT01479179,Withdrawn,Phase 1/Phase 2,Drug sponsor decision to discontinue study.
,DB00112,Malignant neoplasm of breast,C0006142,NCT00523809,Terminated,Phase 2,Slow accrual.
,DB01024,Multiple Myeloma,C0026764,NCT02447055,Withdrawn,Early Phase 1,
vancomycin,DB00512,Ulcerative Colitis,C0009324,NCT03759041,Terminated,Phase 2,"Due to the lack of a clinical efficacy signal in the induction treatment phase, Seres closed the dosing phases of open label and maintenance portions of the study. Patients who had received prior doses were followed for safety data."
triamcinolone,DB00620,Uveitis,C0042164,NCT01095809,Terminated,Phase 3,New intraocular steroid in the market. Recruitment no longer ethical.
metformin,DB00331,Malignant neoplasm of breast,C0006142,NCT02472353,Terminated,Phase 2,did not meet target accrual
,DB00355,Osteomyelitis,C0029443,NCT02168816,Terminated,Phase 2,"The study was stopped for feasibility (i.e., low recruitment)"
acetylsalicylic acid,DB00945,Myocardial Infarction,C0027051,NCT00501345,Terminated,Phase 3,"Low accrual, study terminated."
paclitaxel,DB01229,Non-Small Cell Lung Carcinoma,C0007131,NCT00662597,Terminated,Phase 3,
epirubicin,DB00445,Malignant neoplasm of breast,C0006142,NCT00162812,Terminated,Phase 2,Low accrual rate
mitomycin,DB00305,"Carcinoma, Transitional Cell",C0007138,NCT04006691,Withdrawn,Phase 3,"Due to projected low enrollment, it has decided not to move forward with the study."
,DB00331,Dyslipidemias,C0242339,NCT00361868,Terminated,Phase 3,The study was discontinued prematurely at the end of March 2007 due to slow enrolment.
,DB01248,Malignant neoplasm of breast,C0006142,NCT02067416,Withdrawn,Phase 2,Funding agent withdrew funding
propranolol,DB00571,Renal Cell Carcinoma,C0007134,NCT03323710,Withdrawn,Phase 2,Poor patient recruitment.
vorinostat,DB02546,Marginal Zone B-Cell Lymphoma,C1367654,NCT01500538,Terminated,Phase 2,Poor recruitment rate
,DB14644,COVID19 (disease),C5203670,NCT04485429,Withdrawn,Phase 3,It was not possible to perform the study due to the availability and logistics of porcine heparin
,DB01217,Malignant neoplasm of breast,C0006142,NCT00217659,Withdrawn,Phase 2,poor accrual
dasatinib,DB01254,Malignant neoplasm of breast,C0006142,NCT00780676,Terminated,Phase 2,Closed early for futility.
oseltamivir,DB00198,Influenza,C0021400,NCT01546935,Withdrawn,Phase 2/Phase 3,Study drugs (Oseltamivir suspension from Roche) were unavailable
hydroxychloroquine,DB01611,COVID19 (disease),C5203670,NCT04459702,Withdrawn,Phase 2,Was never started
,DB00297,Periodontitis,C0031099,NCT01878864,Terminated,Phase 2,Too slow patient inclusion and superior effect of the injection
thalidomide,DB01041,Thrombocytopenia due to platelet alloimmunization,C0272286,NCT01976195,Withdrawn,Phase 2,No eligible patient was enrolled.
fondaparinux,DB00569,Venous Thrombosis,C0042487,NCT00539942,Terminated,Phase 3,Problems with accrual
,DB00675,Malignant neoplasm of breast,C0006142,NCT00684216,Terminated,Phase 2/Phase 3,acrual too slow
aminosalicylic acid,DB00233,Crohn Disease,C0010346,NCT00417690,Terminated,Phase 2,Efforts at recruitment have halted as recruitment was poor.
irinotecan,DB00762,Ewings sarcoma,C0553580,NCT01313884,Terminated,Phase 2,Study did not reach primary objective; study did not accrue enough patients.
,DB00091,Neuroblastoma,C0027819,NCT00874315,Withdrawn,Phase 2,lack of accrual
,DB00072,Malignant neoplasm of breast,C0006142,NCT01690325,Terminated,Phase 2,Therapy of HER2+ patients according to protocol was no longer appropriate. Patient enrolment behind planned schedule and challenges of site performance
,DB00313,Neuroblastoma,C0027819,NCT01204450,Terminated,Phase 1,Funding has become unavailable
,DB00760,Osteomyelitis,C0029443,NCT02168816,Terminated,Phase 2,"The study was stopped for feasibility (i.e., low recruitment)"
histamine,DB05381,Multiple Sclerosis,C0026769,NCT04764383,Withdrawn,Phase 2,Withdrawn as more data drug analysis is recommended before the study.
nivolumab,DB09035,Non-Small Cell Lung Carcinoma,C0007131,NCT03048136,Withdrawn,Phase 3,Business objective has changed
,DB00531,Ewings sarcoma,C0553580,NCT00038142,Terminated,Phase 2,Low Accrual
,DB00997,Malignant neoplasm of breast,C0006142,NCT02472353,Terminated,Phase 2,did not meet target accrual
,DB08880,"Lupus Erythematosus, Systemic",C0024141,NCT00230035,Withdrawn,Phase 2,Recommended by DSMB due to lack of accrual
lacosamide,DB06218,Degenerative polyarthritis,C0029408,NCT00485472,Terminated,Phase 2,"Based on the outcome of the planned first interim analysis, it was decided not to continue the trial. No safety concerns were identified."
,DB08880,Rheumatoid Arthritis,C0003873,NCT00476996,Terminated,Phase 3,"Recruitment was fully completed for this study; however, the study was terminated during conduct after the primary endpoint analysis was completed."
,DB01413,Fever,C0015967,NCT00529282,Terminated,Phase 3,Study discontinued due to administrative reasons unrelated to safety
,DB00072,Malignant neoplasm of breast,C0006142,NCT04102618,Terminated,Early Phase 1,Enrollment into AWARE cohorts1-4 have concluded and the primary objective and core goals for the study were met.
,DB06186,Non-Small Cell Lung Carcinoma,C0007131,NCT05005273,Terminated,Phase 2,"The Study has been terminated due to safety reasons, adverse change in the risk/benefit."
sunitinib,DB01268,Primary Myelofibrosis,C0001815,NCT00387426,Terminated,Phase 2,
ascorbic acid,DB00126,Atrial Fibrillation,C0004238,NCT02762331,Terminated,Phase 1,Therapy shown effective by larger studies
,DB00023,Acute lymphocytic leukemia,C0023449,NCT02419755,Terminated,Phase 2,Accrual goals were no longer feasible based on restrictions imposed by the DSMB.
enocitabine,DB00959,Acute lymphoblastic leukemia - category,C1531702,NCT00991744,Suspended,Phase 3,Sterility problems in DepoCyte production
,DB01281,Lupus Nephritis,C0024143,NCT01714817,Terminated,Phase 3,Inability to meet protocol objectives.
,DB00458,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
calcitriol,DB00136,Hypocalcemia,C0020598,NCT00001151,Terminated,Phase 2,Terminated because of lack of drug supply
,DB14006,Chronic small plaque psoriasis,C0406317,NCT01228656,Suspended,Phase 2,
,DB00023,Acute lymphoblastic leukemia - category,C1531702,NCT00187005,Terminated,Phase 3,Toxicity
colecalciferol,DB00169,Malignant neoplasm of breast,C0006142,NCT01988090,Terminated,Phase 2,An interim analysis demonstrated no benefit of high dose vitamin D when compared to standard dose vitamin D in the reduction or prevention of arthralgia
,DB09477,"Malignant melanoma, metastatic",C0860594,NCT01705392,Terminated,Phase 2,Lack of financing of the study drug. Not sufficient financial support.
prednisone,DB00635,Polymyalgia Rheumatica,C0032533,NCT02702778,Terminated,Phase 2,lack of study recruitment
,DB00023,Acute lymphoblastic leukemia - category,C1531702,NCT01483690,Terminated,Phase 1/Phase 2,Toxicity
,DB00877,Atherosclerosis,C0004153,NCT00311311,Terminated,Phase 3,See termination reason in detailed description.
paclitaxel,DB01229,Glioblastoma Multiforme,C1621958,NCT00479765,Terminated,Phase 1/Phase 2,"Sponsor business decision, not based on safety or efficacy data"
,DB01069,Coughing,C0010200,NCT01177852,Withdrawn,Phase 3,
,DB00087,Acute lymphoblastic leukemia - category,C1531702,NCT00579111,Terminated,Phase 1/Phase 2,slow accrual
hydromorphone,DB00327,Chronic pain,C0150055,NCT02321319,Terminated,Phase 3,Business decision - product discontinued
,DB00005,Rheumatoid Arthritis,C0003873,NCT00298272,Terminated,Phase 2,Sponsor decided to end long term extension phase for business reasons unrelated to safety.
,DB01248,Metastatic urothelial carcinoma,C4288754,NCT04579224,Suspended,Phase 3,"Other - New treatment available, eliminating Arm 2"
,DB01595,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
phosphorylcholine,DB00122,Obesity,C0028754,NCT01807910,Withdrawn,Early Phase 1,The study was not funded
,DB00072,Malignant neoplasm of breast,C0006142,NCT02318901,Terminated,Phase 1/Phase 2,PI no longer at sight. Results not collected
palonosetron,DB00377,Nausea and vomiting,C0027498,NCT00895245,Terminated,Phase 2,Study stopped due to lack of efficacy in first 6 patients
ceftriaxone,DB01212,Gonorrhea,C0018081,NCT02015637,Terminated,Phase 3,
,DB01142,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
reboxetine,DB00234,Pain,C0030193,NCT00354094,Terminated,Phase 2,The study was stopped due to business/operational issues.
,DB00482,COVID19 (disease),C5203670,NCT05077969,Terminated,Phase 2,Low recruitment
,DB01234,Nausea,C0027497,NCT00429702,Terminated,Phase 2,Closed due to poor accrual and lack of feasibility to finish study per DSMB
,DB00262,Glioblastoma Multiforme,C1621958,NCT01186406,Terminated,Phase 2,Study ended early due to toxicity
methotrexate,DB00563,Rheumatoid Arthritis,C0003873,NCT00779220,Terminated,Phase 2,
,DB00993,"Lupus Erythematosus, Systemic",C0024141,NCT00626197,Terminated,Phase 3,Study was terminated due to an imbalance of serious and opportunistic infections in the ocrelizumab treated patients versus the placebo arm.
levetiracetam,DB01202,"Alcoholic Intoxication, Chronic",C0001973,NCT00862563,Terminated,Phase 2,Recruitment goals could not be met before ending of funding for this project.
vemurafenib,DB08881,Multiple Myeloma,C0026764,NCT02115035,Withdrawn,Phase 1/Phase 2,Funding issues
ascorbic acid,DB00126,Diabetes Mellitus,C0011849,NCT05281562,Terminated,Phase 2/Phase 3,There are not enough patients at our institution meeting eligibility criteria to complete the study as intended.
,DB01409,Asthma,C0004096,NCT03376932,Withdrawn,Phase 3,withdrawn due to internal reasons
naloxone,DB01183,Opiate Addiction,C0524662,NCT01713803,Withdrawn,Phase 3,FDA did not require a clinical trial for indication.
,DB00958,Nonsquamous nonsmall cell neoplasm of lung,C2585890,NCT01373463,Terminated,Phase 1,Investigator left site
esomeprazole,DB00338,Myocardial Infarction,C0027051,NCT00557921,Terminated,Phase 3,Terminated by Sponsor
,DB01558,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
paclitaxel,DB01229,Metastatic urothelial carcinoma,C4288754,NCT04579224,Suspended,Phase 3,"Other - New treatment available, eliminating Arm 2"
,DB00065,Rheumatoid Arthritis,C0003873,NCT00521924,Terminated,Phase 3,Slow Enrollment
everolimus,DB01590,insulinoma,C0021670,NCT02273752,Terminated,Phase 2,Slow accrual
temozolomide,DB00853,"Malignant melanoma, metastatic",C0860594,NCT00961844,Terminated,Phase 1/Phase 2,Logistical problems
,DB00734,Schizophrenia,C0036341,NCT01129674,Terminated,Phase 2/Phase 3,The decision to stop the trial was based on efficacy results in the overall schizophrenia participant population.
,DB15759,Bacterial Vaginosis,C0085166,NCT00741845,Terminated,Phase 3,"Terminated for site documentation and monitoring issues - not safety, study drug, or adverse event issues."
celecoxib,DB00482,Primary thymic carcinoma,C4302369,NCT01143545,Terminated,Phase 1,Closed accrual due to unpromising results and the opening of study 14C0053 targeting the same population.
erlotinib,DB00530,Glioblastoma Multiforme,C1621958,NCT01110876,Terminated,Phase 1/Phase 2,Unanticipated Toxicities
,DB00274,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
colecalciferol,DB00169,Ulcerative Colitis,C0009324,NCT01846026,Withdrawn,Phase 1/Phase 2,At the planned study start new treatment guidelines for this disease with new drugs were implemented in clinical practice.
,DB00650,Retinoblastoma,C0035335,NCT00003273,Withdrawn,Phase 2,
paclitaxel,DB01229,Malignant neoplasm of breast,C0006142,NCT01163929,Withdrawn,Phase 2,Study closed by Protocol Review Monitoring Committee because of lack of accrual
triamcinolone,DB00620,Arthritis,C0003864,NCT05005000,Terminated,Phase 2,Difficulties getting subjects recruited and enrolled.
caspofungin,DB00520,Candidiasis,C0006840,NCT00095316,Terminated,Phase 3,
valproic acid,DB00313,melanoma,C0025202,NCT00358319,Terminated,Phase 1/Phase 2,PI left Moffitt
methotrexate,DB00563,Dermatomyositis,C0011633,NCT00035958,Terminated,Phase 2/Phase 3,Incorporating the recommendations of the NIH-formed DSMB in the study procedures would make the project budget over the limit for this funding mechanism.
celecoxib,DB00482,Pain,C0030193,NCT00585156,Terminated,Early Phase 1,New clinical finding with Celebrex and cardiac concerns.
buprenorphine,DB00921,Opiate Addiction,C0524662,NCT02516436,Withdrawn,Phase 3,FDA did not require a clinical trial for indication.
,DB01098,Malaria,C0024530,NCT00811356,Terminated,Phase 1,safety issues (toxicity)
amlodipine,DB00381,Hyperlipidemia,C0020473,NCT02608242,Terminated,Phase 1,sponsor decision
,DB06769,Marginal Zone B-Cell Lymphoma,C1367654,NCT04745832,Terminated,Phase 3,Discontinuation of zandelisib program
lactulose,DB00581,Hepatic Encephalopathy,C0019151,NCT02086825,Withdrawn,Phase 3,
ticagrelor,DB08816,Acute Coronary Syndrome,C0948089,NCT01755520,Terminated,Phase 3,DSMB Interim Analyses
,DB00359,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
povidone-iodine,DB06812,COVID19 (disease),C5203670,NCT04344236,Withdrawn,Phase 2,This study was withdrawn by the institution to minimize risk to patients and staff with regard to COVID-19.
,DB14644,Fever,C0015967,NCT02212210,Terminated,Early Phase 1,PI permanently closed accrual for the study based on FDA warning issued in April 2014. Study is closed
pancrelipase,DB00085,Pancreatitis,C0030305,NCT02706236,Withdrawn,Phase 2,no funding was awarded
riluzole,DB00740,Major Depressive Disorder,C1269683,NCT01703039,Terminated,Phase 2,"PI departure, slow recruitment"
,DB00526,Adenocarcinoma of pancreas,C0281361,NCT01359007,Terminated,Phase 2,The principal investigator terminated the study due to inactivity and low enrollment
,DB00252,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
metformin,DB00331,Obesity,C0028754,NCT03349775,Terminated,Early Phase 1,"After discussion with the Data Safety Monitoring Board and NIH, the randomized clinical trial involving metformin vs. placebo is terminated due to slow enrollment in the setting of the COVID-19 pandemic."
,DB00072,Malignant neoplasm of breast,C0006142,NCT00964704,Withdrawn,Phase 2,No patients have been recruited therefore study has been cancelled
pentobarbital,DB00312,Status Epilepticus,C0038220,NCT00265616,Terminated,Phase 3,Insufficient recruitment
rosuvastatin,DB01098,Dyslipidemias,C0242339,NCT02662894,Withdrawn,Phase 3,Sponsor decision
,DB00073,Waldenstrom Macroglobulinemia,C0024419,NCT01044745,Terminated,Phase 2,Study was closed to accrual for safety related to the frequency of BK infections.
norepinephrine,DB00368,Cerebral Ischemia,C0917798,NCT00841633,Terminated,Phase 3,"Our RCT recently started. The RCT is similar to the feasibility trial, so it was terminated to avoid 2 trials running simultaniously."
,DB00958,Non-Small Cell Lung Carcinoma,C0007131,NCT04470674,Withdrawn,Phase 2,Lack of Accrual
rituximab,DB00073,Neuroblastoma,C0027819,NCT00202930,Terminated,Phase 2,Closed early due to low accrual.
erythromycin,DB00199,Gastroparesis,C0152020,NCT01117376,Terminated,Phase 2,The study was prematurely terminated because of unavailibility of Methylnaltrexone in the region
metformin,DB00331,Diabetes Mellitus,C0011849,NCT00762957,Terminated,Phase 3,Hepatic Safety Signal Identified.
decitabine,DB01262,Non-Small Cell Lung Carcinoma,C0007131,NCT03233724,Terminated,Phase 1/Phase 2,Study terminated due to drug supply issues.
,DB00112,Malignant neoplasm of breast,C0006142,NCT01120158,Terminated,Phase 2,Due to poor accrual
paclitaxel,DB01229,Squamous non-small cell lung cancer,C4509816,NCT02204345,Terminated,Phase 1/Phase 2,
,DB01330,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
rituximab,DB00073,Peripheral T-Cell Lymphoma,C0079774,NCT01805037,Terminated,Phase 1/Phase 2,Lack of funding
travoprost,DB00287,Ocular Hypertension,C0028840,NCT00767481,Terminated,Phase 3,Project Cancelled
,DB01190,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
,DB00673,Nausea and vomiting,C0027498,NCT00895245,Terminated,Phase 2,Study stopped due to lack of efficacy in first 6 patients
,DB00958,Non-Small Cell Lung Carcinoma,C0007131,NCT02382406,Terminated,Phase 1/Phase 2,The study was completed. It was fully accrued.
cyclophosphamide,DB00531,Multiple Myeloma,C0026764,NCT03399448,Terminated,Phase 1,Sponsor has terminated trial to pursue other targets.
flucytosine,DB01099,Glioblastoma Multiforme,C1621958,NCT04327011,Terminated,Phase 1,Sponsor decision
etoposide,DB00773,Non-Small Cell Lung Carcinoma,C0007131,NCT01565772,Terminated,Phase 1,Slow accrual
,DB01100,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
losartan,DB00678,COVID19 (disease),C5203670,NCT04343001,Withdrawn,Phase 3,Grant not obtained
thiotepa,DB04572,Malignant neoplasm of breast,C0006142,NCT00448266,Terminated,Phase 2/Phase 3,Activation of a similar multicenter study for same population
nelfinavir,DB00220,"Lupus Erythematosus, Systemic",C0024141,NCT02066311,Terminated,Phase 2,Stage 1 terminated 6/1/18 prior to completion of Stage 1 due to low enrollment and efficacy
carvedilol,DB01136,Pulmonary Hypertension,C0020542,NCT02120339,Terminated,Phase 1,Low enrollment
,DB01024,"Lupus Erythematosus, Systemic",C0024141,NCT00230035,Withdrawn,Phase 2,Recommended by DSMB due to lack of accrual
rosiglitazone,DB00412,Alzheimer's Disease,C0002395,NCT00550420,Terminated,Phase 3,Based on preliminary parent study results
,DB00934,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
,DB00555,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
,DB04572,Malignant neoplasm of breast,C0006142,NCT00002772,Terminated,Phase 3,poor accrual
sitagliptin,DB01261,Cystic Fibrosis,C0010674,NCT00967798,Terminated,Phase 3,Could not achieve target enrollment
enocitabine,DB00773,Multiple Myeloma,C0026764,NCT00574080,Terminated,Phase 3,low accrual
,DB01234,Multiple Myeloma,C0026764,NCT01647165,Withdrawn,Phase 2,
,DB00988,Parkinson Disease,C0030567,NCT02782481,Withdrawn,Phase 3,Decision to change the study design
deferasirox,DB01609,Iron Overload,C0282193,NCT00602446,Terminated,Phase 2,Due to slow accrual of patients
hydroxychloroquine,DB01611,COVID19 (disease),C5203670,NCT04347980,Terminated,Phase 3,ANSM RECOMMANDATION
