drug_name,drugbank_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
methylprednisolone,DB00959,Inflammatory Bowel Diseases,C0021390,,Approved,,
cefuroxime axetil,DB01112,"Pneumonia, Bacterial",C0004626,,Approved,,
ciprofloxacin,DB00537,Infection due to Pseudomonas aeruginosa,C0276075,,Approved,,
etoposide,DB00773,Malignant neoplasm of testis,C0153594,,Approved,,
hydrocortisone,DB00741,Synovitis,C0039103,,Approved,,
clindamycin,DB01190,Group A Streptococcal Infections,C0554628,,Approved,,
fluorouracil,DB00544,Malignant tumor of colon,C0007102,,Approved,,
cefprozil,DB01150,Upper Respiratory Infections,C0041912,,Approved,,
norfloxacin,DB01059,Pyelonephritis,C0034186,,Approved,,
dihydroergotamine,DB00320,Vascular Headaches,C0042376,,Approved,,
acrivastine,DB09488,Rhinorrhea,C1260880,,Approved,,
"sodium phosphate, monobasic",DB09449,Urinary tract infection,C0042029,,Approved,,
phenylmercuric nitrate,DB13388,Rectal pain,C0034886,,Approved,,
methylprednisolone,DB00959,Nephrotic Syndrome,C0027726,,Approved,,
estradiol,DB00783,Female hypogonadism syndrome,C0271578,,Approved,,
pramocaine,DB09345,Proctitis,C0033246,,Approved,,
tetracycline,DB09550,Acute gonococcal urethritis,C0275652,,Approved,,
naxitamab,DB15965,Neuroblastoma,C0027819,,Approved,,
diltiazem,DB00343,Paroxysmal supraventricular tachycardia,C0030590,,Approved,,
tocofersolan,DB11635,Cholestasis,C0008370,,Approved,,
norfloxacin,DB01059,Pneumonia due to Escherichia coli,C0276089,,Approved,,
fentiazac,DB13217,Pain,C0030193,,Approved,,
triamcinolone,DB00620,Psoriasis,C0033860,,Approved,,
trovafloxacin,DB00685,Miscarriage with sepsis,C0269398,,Approved,,
doxycycline,DB00254,Rocky Mountain Spotted Fever,C0035793,,Approved,,
topiramate,DB00273,Epilepsy characterized by intractable complex partial seizures,C2711653,,Approved,,
hydrocortisone acetate,DB14539,Dermatitis Herpetiformis,C0011608,,Approved,,
fluphenazine,DB00623,Psychotic Disorders,C0033975,,Approved,,
fusidic acid,DB02703,"Pneumonia, Bacterial",C0004626,,Approved,,
doxycycline,DB00254,Gonorrhea of rectum,C0275665,,Approved,,
econazole,DB01127,Tinea Pedis,C0040259,,Approved,,
erythromycin,DB00199,Gonorrhea of rectum,C0275665,,Approved,,
insulin aspart,DB01306,Diabetes Mellitus,C0011849,,Approved,,
racecadotril,DB11696,Acute diarrhea,C0740441,,Approved,,
epoetin beta,DB00016,Anemia in chronic kidney disease,C1561828,,Approved,,
doxycycline,DB00254,Psittacosis,C0029291,,Approved,,
cefalexin,DB00567,Infective otitis media,C0729586,,Approved,,
fusidic acid,DB02703,Granuloma Inguinale,C0018190,,Approved,,
molindone,DB01618,Schizophrenia,C0036341,,Approved,,
naproxen,DB00788,Rheumatoid Arthritis,C0003873,,Approved,,
ferrous fumarate,DB14491,Breastfeeding (mother),C1623040,,Approved,,
triamcinolone acetonide,DB00620,Chronic discoid lupus erythematosus,C0024138,,Approved,,
sulfacetamide,DB00634,Seborrheic dermatitis,C0036508,,Approved,,
ranibizumab,DB01270,Macular edema due to diabetes mellitus,C0730285,,Approved,,
olmesartan medoxomil,DB00275,Hypertensive disease,C0020538,,Approved,,
lenograstim,DB13144,Refractory acute myeloid leukemia,C4528668,,Approved,,
scopolamine,DB00747,Motion Sickness,C0026603,,Approved,,
fusidic acid,DB02703,Q Fever,C0034362,,Approved,,
doxycycline,DB00254,Rickettsia Infections,C0035585,,Approved,,
progesterone,DB00396,Secondary physiologic amenorrhea,C0232940,,Approved,,
dantron,DB04816,Constipation,C0009806,,Approved,,
triamcinolone,DB00620,Multiple Sclerosis,C0026769,,Approved,,
prednisolone sodium phosphate,DB00860,Infective blepharitis,C0729587,,Approved,,
guanadrel,DB00226,Hypertensive disease,C0020538,,Approved,,
ammonia,DB11118,Seborrheic dermatitis,C0036508,,Approved,,
indomethacin,DB00328,Synovitis,C0039103,,Approved,,
benzethonium,DB11125,Pruritus,C0033774,,Approved,,
deflazacort,DB11921,"Muscular Dystrophy, Duchenne",C0013264,,Approved,,
tavaborole,DB09041,Onychomycosis,C0040261,,Approved,,
choline magnesium trisalicylate,DB00936,Pain,C0030193,,Approved,,
thiotepa,DB04572,Malignant neoplasm of ovary,C1140680,,Approved,,
procaine benzylpenicillin,DB09320,Primary genital syphilis,C0017418,,Approved,,
ketoconazole,DB01026,Blastomycosis,C0005716,,Approved,,
fusidic acid,DB02703,Pneumonia,C0032285,,Approved,,
fusidic acid,DB02703,Pneumonia due to Pseudomonas,C0155860,,Approved,,
sulfasalazine,DB00244,Ulcerative Colitis,C0009324,,Approved,,
ticarcillin,DB01607,Pelvic abscess,C0030785,,Approved,,
hydrocortisone succinate,DB00741,Addisonian crisis,C0151467,,Approved,,
chloroxine,DB01243,Seborrheic dermatitis,C0036508,,Approved,,
ustekinumab,DB05679,Psoriasis,C0033860,,Approved,,
hydrocortisone acetate,DB14539,Acute lymphocytic leukemia,C0023449,,Approved,,
amisulpride,DB06288,Chronic schizophrenia,C0221765,,Approved,,
theophylline,DB01223,Asthma,C0004096,,Approved,,
dinoprost,DB12789,Incomplete spontaneous abortion,C0000810,,Approved,,
etanercept,DB00005,"Arthritis, Psoriatic",C0003872,,Approved,,
emedastine,DB01084,Allergic Conjunctivitis,C0009766,,Approved,,
morphine,DB00295,Pain,C0030193,,Approved,,
hydrocortisone,DB00741,Pemphigus,C0030807,,Approved,,
hydrocortisone,DB00741,Dermatitis Herpetiformis,C0011608,,Approved,,
chlormadinone,DB15903,Menorrhagia,C0025323,,Approved,,
nafcillin,DB00607,Staphylococcal Pneumonia,C0032308,,Approved,,
norepinephrine,DB00368,Bronchiectasis,C0006267,,Approved,,
selegiline,DB01037,Major Depressive Disorder,C1269683,,Approved,,
thalidomide,DB01041,Multiple Myeloma,C0026764,,Approved,,
imipenem,DB01598,Infection due to enterococcus,C1320183,,Approved,,
triamcinolone acetonide,DB00620,Psoriasis,C0033860,,Approved,,
cefditoren pivoxil,DB01066,Streptococcal tonsillitis,C0275804,,Approved,,
calcium glycerylphosphate,DB11264,Hypocalcemic tetany,C0151940,,Approved,,
hydroxocobalamin,DB00200,Vitamin B 12 Deficiency,C0042847,,Approved,,
caffeine,DB00201,Common Cold,C0009443,,Approved,,
miconazole,DB01110,Tinea Pedis,C0040259,,Approved,,
trovafloxacin,DB00685,Acute gonococcal urethritis,C0275652,,Approved,,
triamcinolone diacetate,DB00620,Rheumatoid Arthritis,C0003873,,Approved,,
dacarbazine,DB00851,"Malignant melanoma, metastatic",C0860594,,Approved,,
ceftolozane,DB09050,Haemophilus influenzae pneumonia,C0276026,,Approved,,
tripamide,DB15959,Essential Hypertension,C0085580,,Approved,,
isoniazid,DB00951,Acute tuberculosis,C0275959,,Approved,,
aducanumab,DB12274,Alzheimer's Disease,C0002395,,Approved,,
codeine,DB00318,Rhinitis,C0035455,,Approved,,
tegaserod,DB01079,Irritable bowel syndrome characterized by constipation,C1868889,,Approved,,
prednisone,DB00635,Dermatitis Herpetiformis,C0011608,,Approved,,
tolmetin,DB00500,Rheumatoid Arthritis,C0003873,,Approved,,
prednisolone sodium phosphate,DB00860,Iridocyclitis,C0022073,,Approved,,
citalopram,DB00215,Depressive disorder,C0011581,,Approved,,
rifampicin,DB01045,Acute tuberculosis,C0275959,,Approved,,
salicylic acid,DB00936,Seborrheic dermatitis,C0036508,,Approved,,
ceftaroline fosamil,DB06590,Staphylococcus aureus infection,C1318973,,Approved,,
procaine benzylpenicillin,DB09320,Rat-Bite Fever,C0034686,,Approved,,
salmeterol,DB00938,Allergic asthma,C0155877,,Approved,,
tixagevimab,DB16394,COVID19 (disease),C5203670,,Approved,,
dexpanthenol,DB09357,Dermatologic disorders,C0037274,,Approved,,
leflunomide,DB01097,"Arthritis, Psoriatic",C0003872,,Approved,,
cilastatin,DB01597,Infection caused by Citrobacter,C0948204,,Approved,,
prednisolone,DB00860,Blepharoconjunctivitis,C0005743,,Approved,,
ibuprofen,DB01050,Severe pain,C0278140,,Approved,,
sulfacetamide,DB00634,Iridocyclitis,C0022073,,Approved,,
daridorexant,DB15031,Sleeplessness,C0917801,,Approved,,
cetuximab,DB00002,Laryngeal Squamous Cell Carcinoma,C0280324,,Approved,,
levmetamfetamine,DB09571,Nasal congestion (finding),C0027424,,Approved,,
fusidic acid,DB02703,Sinusitis,C0037199,,Approved,,
sulfamethizole,DB00576,Proteus urinary tract infection,C0577709,,Approved,,
betaxolol,DB00195,Hypertensive disease,C0020538,,Approved,,
methazolamide,DB00703,"Glaucoma, Open-Angle",C0017612,,Approved,,
tetracycline,DB00759,Infective otitis media,C0729586,,Approved,,
theophylline,DB01223,Lung diseases,C0024115,,Approved,,
deucravacitinib,DB16650,Chronic small plaque psoriasis,C0406317,,Approved,,
betamethasone,DB00443,Aspiration pneumonitis,C1761609,,Approved,,
pentobarbital,DB00312,Severe anxiety (panic),C0231403,,Approved,,
aprobarbital,DB01352,Sleeplessness,C0917801,,Approved,,
triamcinolone diacetate,DB00620,Tenosynovitis,C0039520,,Approved,,
gramicidin,DB00027,Bacterial conjunctivitis,C0009768,,Approved,,
diethylpropion,DB00937,Obesity,C0028754,,Approved,,
doxycycline,DB00254,Actinomycosis,C0001261,,Approved,,
imatinib,DB00619,"Leukemia, Myeloid, Chronic-Phase",C0023474,,Approved,,
alatrofloxacin,DB09335,Urinary tract infection,C0042029,,Approved,,
cortisone acetate,DB01380,"Lymphoma, T-Cell, Cutaneous",C0079773,,Approved,,
pentosan polysulfate,DB00686,Bladder pain,C0232849,,Approved,,
benzylpenicillin,DB01053,Streptococcal toxic shock syndrome,C0343532,,Approved,,
silodosin,DB06207,Prostatic Hypertrophy,C1739363,,Approved,,
macrogol,DB11161,Dry Eye Syndromes,C0013238,,Approved,,
hydrocortisone,DB00741,Cerebral Edema,C0006114,,Approved,,
tobramycin,DB00684,Escherichia coli Infections,C0014836,,Approved,,
roflumilast,DB01656,Chronic small plaque psoriasis,C0406317,,Approved,,
flavoxate,DB01148,Suprapubic pain,C0241310,,Approved,,
guaifenesin,DB00874,Influenza-like symptoms,C0392171,,Approved,,
betamethasone dipropionate,DB00443,"Lymphoma, T-Cell, Cutaneous",C0079773,,Approved,,
oxytetracycline,DB00595,Granuloma Inguinale,C0018190,,Approved,,
dulaglutide,DB09045,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,,Approved,,
cefuroxime axetil,DB01112,Urinary tract infection caused by Escherichia coli,C0577708,,Approved,,
meclocycline,DB13092,Pharyngitis,C0031350,,Approved,,
enoxacin,DB00467,Gonorrhea of pharynx,C0149966,,Approved,,
prednicarbate,DB00860,Pruritus of genital organs,C0033777,,Approved,,
ibuprofen,DB01050,Influenza-like symptoms,C0392171,,Approved,,
dexbrompheniramine,DB00405,Influenza-like symptoms,C0392171,,Approved,,
imipenem,DB01598,Endometritis,C0014179,,Approved,,
cefprozil,DB01150,Acute bacterial bronchitis,C0339933,,Approved,,
ketoconazole,DB01026,Seborrheic dermatitis,C0036508,,Approved,,
tedizolid phosphate,DB14569,Streptococcal infection of skin,C1274355,,Approved,,
ceftizoxime,DB01332,Staphylococcal Pneumonia,C0032308,,Approved,,
loratadine,DB00455,Nasal congestion (finding),C0027424,,Approved,,
methenamine,DB06799,Urinary tract infection,C0042029,,Approved,,
cortisone acetate,DB01380,"Dermatitis, Atopic",C0011615,,Approved,,
cefamandole,DB01326,Enterobacteriaceae Infections,C0014347,,Approved,,
dexpanthenol,DB09357,Paralytic Ileus,C0030446,,Approved,,
fexofenadine,DB00950,Allergic Conjunctivitis,C0009766,,Approved,,
fidaxomicin,DB08874,Clostridium difficile infection,C0343386,,Approved,,
amphotericin B,DB00681,Acute gonococcal cervicitis,C0153195,,Approved,,
loperamide,DB00836,Diarrhea,C0011991,,Approved,,
aminobenzoic acid,DB02362,Pemphigus,C0030807,,Approved,,
fusidic acid,DB02703,Acute gonococcal epididymo-orchitis,C0153193,,Approved,,
methamphetamine,DB01577,Obesity,C0028754,,Approved,,
triamcinolone,DB00620,Giant Cell Arteritis,C0039483,,Approved,,
rivaroxaban,DB06228,Embolism,C0013922,,Approved,,
loprazolam,DB13643,Sleeplessness,C0917801,,Approved,,
cefiderocol,DB14879,Gram-Negative Bacterial Infections,C0085423,,Approved,,
posaconazole,DB01263,Aspergillosis,C0004030,,Approved,,
testosterone undecanoate,DB13946,Hypogonadotropic hypogonadism,C0271623,,Approved,,
ipilimumab,DB06186,Microsatellite instability-high colorectal cancer,C4544822,,Approved,,
perazine,DB12710,Chemotherapy-induced nausea and vomiting,C0401160,,Approved,,
magnesium citrate,DB11110,Constipation,C0009806,,Approved,,
isopropamide,DB01625,Peptic Ulcer,C0030920,,Approved,,
pyrithione,DB06815,Common Cold,C0009443,,Approved,,
lenvatinib,DB09078,Papillary thyroid carcinoma,C0238463,,Approved,,
cefaclor,DB00833,Tonsillitis,C0040425,,Approved,,
benzatropine,DB00245,Parkinson Disease,C0030567,,Approved,,
cefixime,DB00671,Infective otitis media,C0729586,,Approved,,
cefprozil,DB01150,Acute otitis media,C0271429,,Approved,,
butedronic acid,DB16004,Osteoporosis,C0029456,,Approved,,
norfloxacin,DB01059,Infection due to Pseudomonas aeruginosa,C0276075,,Approved,,
ferrous fumarate,DB14491,Iron deficiency anemia,C0162316,,Approved,,
acetazolamide,DB00819,Absence Epilepsy,C0014553,,Approved,,
miconazole,DB01110,Decompensated cirrhosis of liver,C1619727,,Approved,,
rizatriptan,DB00953,Migraine Disorders,C0149931,,Approved,,
acrivastine,DB09488,Allergic rhinitis (disorder),C2607914,,Approved,,
macrogol,DB11077,Redness of eye,C0235267,,Approved,,
norethisterone,DB00717,Menorrhagia,C0025323,,Approved,,
fluconazole,DB00196,Oral candidiasis,C0006849,,Approved,,
methylprednisolone,DB00959,Angioedema,C0002994,,Approved,,
norfloxacin,DB01059,prostatitis,C0033581,,Approved,,
fusidic acid,DB02703,Streptococcal Infections,C0038395,,Approved,,
sulbactam,DB09324,Enterobacteriaceae Infections,C0014347,,Approved,,
pargyline,DB01626,Hypertensive disease,C0020538,,Approved,,
buphenine,DB06152,Vascular Diseases,C0042373,,Approved,,
triamcinolone diacetate,DB00620,Allergic rhinitis (disorder),C2607914,,Approved,,
methylprednisolone,DB00959,Addisonian crisis,C0151467,,Approved,,
tobramycin,DB00684,Blepharoconjunctivitis,C0005743,,Approved,,
terfenadine,DB00342,Allergic Conjunctivitis,C0009766,,Approved,,
cortisone acetate,DB01380,Recurrent herpes simplex labialis,C1274321,,Approved,,
pravastatin,DB00175,Hyperlipoproteinemia Type III,C0020479,,Approved,,
benzoyl peroxide,DB09096,Seborrheic dermatitis,C0036508,,Approved,,
epoetin alfa,DB00016,Anemia in chronic kidney disease,C1561828,,Approved,,
lithium carbonate,DB14509,Rheumatoid Arthritis,C0003873,,Approved,,
prednisolone,DB00860,Pemphigus,C0030807,,Approved,,
dexamethasone,DB01234,Rheumatic Heart Disease,C0035439,,Approved,,
fusidic acid,DB02703,Paronychia Inflammation,C0030578,,Approved,,
captodiame,DB09014,Anxiety Disorders,C0003469,,Approved,,
cefuroxime,DB01112,Gonorrhea of pharynx,C0149966,,Approved,,
betamethasone dipropionate,DB00443,Chronic small plaque psoriasis,C0406317,,Approved,,
benzylpenicillin,DB01053,Erysipelas,C0014733,,Approved,,
tobramycin,DB00684,Rhinoscleroma,C0035468,,Approved,,
vinblastine,DB00570,Kaposi Sarcoma,C0036220,,Approved,,
doxycycline,DB00254,Syphilis,C0039128,,Approved,,
zinc oxide,DB09321,Arthropod bite wound,C1444173,,Approved,,
minocycline,DB01017,Syphilis,C0039128,,Approved,,
phenylpropanolamine,DB00397,Allergic rhinitis (disorder),C2607914,,Approved,,
chlorphenamine,DB01114,Influenza-like symptoms,C0392171,,Approved,,
interferon alfa-2b,DB00105,melanoma,C0025202,,Approved,,
minocycline,DB01017,Bronchitis,C0006277,,Approved,,
niraparib,DB11793,Malignant neoplasm of ovary,C1140680,,Approved,,
alirocumab,DB09302,Familial hypercholesterolemia - heterozygous,C0342882,,Approved,,
pentoxyverine,DB11186,Rhinorrhea,C1260880,,Approved,,
ampicillin,DB00415,"Pneumonia, Bacterial",C0004626,,Approved,,
sertraline,DB01104,Depressive disorder,C0011581,,Approved,,
aminobenzoic acid,DB02362,Peyronie Disease,C0030848,,Approved,,
riboflavin,DB00140,Mineral deficiency,C0687148,,Approved,,
loteprednol etabonate,DB14596,Corneal Perforation,C0339293,,Approved,,
cloxacillin,DB01147,Staphylococcal meningitis,C0154640,,Approved,,
ceftizoxime,DB01332,Bacterial sepsis,C0684256,,Approved,,
norethindrone acetate,DB00717,Uterine Fibroids,C0042133,,Approved,,
triamcinolone acetonide,DB00620,Thyroiditis,C0040147,,Approved,,
thiocolchicoside,DB11582,Muscle Spasticity,C0026838,,Approved,,
flumetasone,DB00663,Psoriasis of scalp,C0406326,,Approved,,
pemigatinib,DB15102,Malignant neoplasm of common bile duct (& [carcinoma]),C1541061,,Approved,,
methylprednisolone succinate,DB14644,Nephrotic Syndrome,C0027726,,Approved,,
dichlorophen,DB11396,Secondary glaucoma,C0149893,,Approved,,
dactinomycin,DB00970,Rhabdomyosarcoma,C0035412,,Approved,,
ampicillin,DB00415,Gonorrhea,C0018081,,Approved,,
calcium pantothenate,DB01783,Pantothenic acid deficiency,C0342938,,Approved,,
fluocinolone acetonide,DB00591,Lichen Simplex Chronicus,C0149922,,Approved,,
carbamazepine,DB00564,Tonic-Clonic Epilepsy,C0014549,,Approved,,
demeclocycline,DB00618,Infective otitis media,C0729586,,Approved,,
ritodrine,DB00867,Premature Obstetric Labor,C0022876,,Approved,,
hydrocortisone acetate,DB00741,Erythema Multiforme,C0014742,,Approved,,
ceftriaxone,DB01212,Escherichia coli Infections,C0014836,,Approved,,
ceftaroline fosamil,DB06590,Haemophilus influenzae pneumonia,C0276026,,Approved,,
triazolam,DB00897,Sleeplessness,C0917801,,Approved,,
hydrocortisone,DB00741,Trichinellosis,C0040896,,Approved,,
mepyramine,DB06691,Allergic Conjunctivitis,C0009766,,Approved,,
minocycline,DB01017,Relapsing Fever,C0035021,,Approved,,
sulfafurazole,DB00263,Meningococcal meningitis,C0025294,,Approved,,
alatrofloxacin,DB09335,Gonorrhea of rectum,C0275665,,Approved,,
meclocycline,DB13092,Brucellosis,C0006309,,Approved,,
imatinib,DB00619,Gastrointestinal Stromal Tumors,C0238198,,Approved,,
hydrocortisone succinate,DB14545,Hodgkin Disease,C0019829,,Approved,,
zinc oxide,DB09321,Burn injury,C0006434,,Approved,,
triamcinolone diacetate,DB00620,Tendinitis,C0039503,,Approved,,
gentamicin,DB00798,Bacterial sepsis,C0684256,,Approved,,
albiglutide,DB09043,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,,Approved,,
triprolidine,DB00427,Dermatographic urticaria,C0343065,,Approved,,
ipratropium,DB00332,Rhinorrhea,C1260880,,Approved,,
cefmetazole,DB00274,Pneumonia due to Escherichia coli,C0276089,,Approved,,
irbesartan,DB01029,Diabetic Nephropathy,C0011881,,Approved,,
cefradine,DB01333,Acute otitis media,C0271429,,Approved,,
mestranol,DB01357,Menorrhagia,C0025323,,Approved,,
methylprednisolone,DB00959,Pemphigus,C0030807,,Approved,,
troglitazone,DB00197,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,,Approved,,
calcium lactate,DB13231,Disorder of electrolytes,C1704431,,Approved,,
cortisone acetate,DB01380,Asthma,C0004096,,Approved,,
verapamil,DB00661,Atrial Fibrillation,C0004238,,Approved,,
medroxyprogesterone,DB00603,Atrophic Vaginitis,C0221392,,Approved,,
cortisone acetate,DB01380,Angioedema,C0002994,,Approved,,
gentian violet,DB00406,"Candidiasis, Vulvovaginal",C0700345,,Approved,,
dihydrocodeine,DB01551,Rhinorrhea,C1260880,,Approved,,
isocarboxazid,DB01247,Major Depressive Disorder,C1269683,,Approved,,
piperacillin,DB00319,Klebsiella cystitis,C0520775,,Approved,,
permethrin,DB04930,Body louse infestation,C0030758,,Approved,,
metronidazole,DB15759,Trichomonas Infections,C0040921,,Approved,,
loteprednol etabonate,DB14596,Iridocyclitis,C0022073,,Approved,,
tienilic acid,DB04831,Hypertensive disease,C0020538,,Approved,,
melphalan,DB01042,Malignant neoplasm of ovary,C1140680,,Approved,,
amoxicillin,DB01060,Klebsiella cystitis,C0520775,,Approved,,
betamethasone,DB00443,Musculoskeletal Diseases,C0026857,,Approved,,
clarithromycin,DB01211,Haemophilus influenzae pneumonia,C0276026,,Approved,,
salicylic acid,DB00936,Tinea Pedis,C0040259,,Approved,,
norfloxacin,DB01059,Otitis Externa,C0029878,,Approved,,
ibuprofen,DB01050,Dysmenorrhea,C0013390,,Approved,,
selumetinib,DB11689,Neurofibromatosis 1,C0027831,,Approved,,
biperiden,DB00810,Parkinsonian Disorders,C0242422,,Approved,,
alimemazine,DB01246,Dermatographic urticaria,C0343065,,Approved,,
bacitracin,DB00626,Keratitis,C0022568,,Approved,,
ajmaline,DB01426,Cardiac Arrhythmia,C0003811,,Approved,,
ciclopirox,DB01188,Tinea Versicolor,C0040262,,Approved,,
cytarabine,DB00987,Metastatic Malignant Neoplasm to the Leptomeninges,C1704231,,Approved,,
amphotericin B,DB00681,Candidal meningitis,C0153256,,Approved,,
hydroflumethiazide,DB00774,Edema,C0013604,,Approved,,
praziquantel,DB01058,Opisthorchiasis,C0029106,,Approved,,
benzylpenicillin,DB01053,Infective otitis media,C0729586,,Approved,,
amoxicillin,DB01060,Acute bacterial sinusitis,C0275556,,Approved,,
metipranolol,DB01214,Ocular Hypertension,C0028840,,Approved,,
diflorasone diacetate,DB00223,"Lymphoma, T-Cell, Cutaneous",C0079773,,Approved,,
nicorandil,DB09220,Angina Pectoris,C0002962,,Approved,,
calcium chloride,DB01164,Hypocalcemic tetany,C0151940,,Approved,,
dicloxacillin,DB00485,Staphylococcus aureus infection,C1318973,,Approved,,
ferric oxide,DB11576,Burn injury,C0006434,,Approved,,
prazepam,DB01588,Sleeplessness,C0917801,,Approved,,
alprazolam,DB00404,Generalized Anxiety Disorder,C0270549,,Approved,,
cefepime,DB01413,Klebsiella cystitis,C0520775,,Approved,,
ephedrine,DB01364,Allergic rhinitis (disorder),C2607914,,Approved,,
mometasone furoate,DB00764,Chronic discoid lupus erythematosus,C0024138,,Approved,,
triamcinolone,DB00620,Exfoliative dermatitis,C0011606,,Approved,,
sodium oxybate,DB01440,Narcolepsy-Cataplexy Syndrome,C0751362,,Approved,,
clavulanic acid,DB00766,Staphylococcus aureus infection,C1318973,,Approved,,
pheniramine,DB01620,Headache Disorders,C0393735,,Approved,,
prednisolone,DB00860,"Dermatitis, Atopic",C0011615,,Approved,,
imipramine,DB00458,Bedwetting,C0270327,,Approved,,
chlorphenamine,DB01114,Nasal congestion (finding),C0027424,,Approved,,
hydrocortisone,DB00741,Adrenal cortical hypofunction,C0405580,,Approved,,
ergocalciferol,DB00153,"Osteoporosis, Postmenopausal",C0029458,,Approved,,
molnupiravir,DB15661,COVID19 (disease),C5203670,,Approved,,
sulpiride,DB00391,Schizophrenia,C0036341,,Approved,,
pethidine,DB00454,Labor Pain,C0474368,,Approved,,
tetracycline,DB09550,Lymphogranuloma Venereum,C0024286,,Approved,,
ibudilast,DB05266,Asthma,C0004096,,Approved,,
piperonyl butoxide,DB09350,Pediculus capitis infestation,C0030757,,Approved,,
hydrocortisone succinate,DB14545,Autoimmune Diseases,C0004364,,Approved,,
hydrocortisone succinate,DB14545,"Arthritis, Psoriatic",C0003872,,Approved,,
xylometazoline,DB06694,Rhinorrhea,C1260880,,Approved,,
sacubitril,DB09292,Hypertensive disease,C0020538,,Approved,,
ceftizoxime,DB01332,Streptococcal meningitis,C0154639,,Approved,,
carbamazepine,DB00564,Bipolar disorder in remission,C0270425,,Approved,,
naloxone,DB01183,Opioid toxicity,C0412850,,Approved,,
hydrocortisone acetate,DB14539,Exanthema,C0015230,,Approved,,
enalaprilat,DB09477,Hypertensive disease,C0020538,,Approved,,
tacrolimus,DB00864,Liver transplant rejection,C0400968,,Approved,,
"sodium phosphate, monobasic",DB09449,Constipation,C0009806,,Approved,,
meticillin,DB01603,Bacterial sepsis,C0684256,,Approved,,
hydrocortisone,DB00741,Exfoliative dermatitis,C0011606,,Approved,,
cefradine,DB01333,Staphylococcal Pneumonia,C0032308,,Approved,,
ceftazidime,DB00438,Bacterial urinary infection,C0729524,,Approved,,
alimemazine,DB01246,Nasal congestion (finding),C0027424,,Approved,,
amphotericin B,DB00681,Systemic candidiasis,C0153252,,Approved,,
clemastine,DB00283,Dermatographic urticaria,C0343065,,Approved,,
norfloxacin,DB01059,Chlamydial pneumonia,C0339959,,Approved,,
ofloxacin,DB01165,prostatitis,C0033581,,Approved,,
triheptanoin,DB11677,Disorder of fatty acid metabolism,C0268634,,Approved,,
inositol,DB13178,Pellagra,C0030783,,Approved,,
cefpodoxime proxetil,DB01416,Staphylococcus aureus infection,C1318973,,Approved,,
dimercaprol,DB06782,Accidental poisoning by lead and its compounds and fumes,C0261486,,Approved,,
phenytoin,DB00252,Simple Partial Seizures,C0234974,,Approved,,
calcifediol,DB00146,Rickets,C0035579,,Approved,,
tecovirimat,DB12020,Cowpox,C0010232,,Approved,,
ulobetasol propionate,DB00596,"Lymphoma, T-Cell, Cutaneous",C0079773,,Approved,,
fluticasone propionate,DB00588,Contact Dermatitis,C0011616,,Approved,,
zoledronic acid,DB00399,"Osteoporosis, Postmenopausal",C0029458,,Approved,,
caffeine,DB00201,Dysmenorrhea,C0013390,,Approved,,
escitalopram,DB01175,Generalized Anxiety Disorder,C0270549,,Approved,,
pembrolizumab,DB09037,Triple Negative Breast Neoplasms,C3539878,,Approved,,
norfloxacin,DB01059,Chlamydial pelvic inflammatory disease,C0520777,,Approved,,
citric acid,DB04272,Pain,C0030193,,Approved,,
amikacin,DB00479,Staphylococcal meningitis,C0154640,,Approved,,
fluorouracil,DB00544,Malignant neoplasm of stomach,C0024623,,Approved,,
norfloxacin,DB01059,Mycoplasma pneumonia,C0032302,,Approved,,
azathioprine,DB00993,Autoimmune Chronic Hepatitis,C0241910,,Approved,,
phenytoin,DB00252,Motor cortex epilepsy,C0234978,,Approved,,
desonide,DB01260,Allergic rhinitis (disorder),C2607914,,Approved,,
benzalkonium,DB11105,Allergic otitis externa,C1320547,,Approved,,
dexamethasone,DB01234,Tenosynovitis,C0039520,,Approved,,
vosoritide,DB11928,Achondroplasia,C0001080,,Approved,,
bictegravir,DB11799,HIV Infections,C0019693,,Approved,,
voriconazole,DB00582,Systemic candidiasis,C0153252,,Approved,,
penicillamine,DB00859,Rheumatoid Arthritis,C0003873,,Approved,,
loratadine,DB00455,Rhinorrhea,C1260880,,Approved,,
mometasone furoate,DB14512,Chronic small plaque psoriasis,C0406317,,Approved,,
terguride,DB13399,Pulmonary arterial hypertension,C2973725,,Approved,,
fentanyl,DB00813,Pain,C0030193,,Approved,,
revaprazan,DB16308,Gastric ulcer,C0038358,,Approved,,
tetryzoline,DB06764,Redness of eye,C0235267,,Approved,,
faropenem,DB12190,"Skin Diseases, Bacterial",C0162627,,Approved,,
dofetilide,DB00204,Atrial Fibrillation,C0004238,,Approved,,
meclocycline,DB13092,Syphilis,C0039128,,Approved,,
norfloxacin,DB01059,Rhinoscleroma,C0035468,,Approved,,
temsirolimus,DB00877,Renal Cell Carcinoma,C0007134,,Approved,,
acetazolamide,DB00819,Altitude Sickness,C0002351,,Approved,,
hydrocortisone,DB00741,Chronic small plaque psoriasis,C0406317,,Approved,,
diazepam,DB00829,Anxiety,C0003467,,Approved,,
scopolamine butylbromide,DB09300,Gastric spasm (disorder),C0581358,,Approved,,
